imagen,split,clase,detecciones,confianza_maxima,proporcion_mascara,estado,error
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_2fdeeef1.jpg,Test,Canker,1,0.050913,0.446323,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_30e29bf3.jpg,Test,Canker,1,0.0468,0.226876,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_319ac78f.jpg,Test,Canker,1,0.036664,0.155087,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_319c5b96.jpg,Test,Canker,1,0.038167,0.223681,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_32a3bd6f.jpg,Test,Canker,1,0.042146,0.703538,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_331b408e.jpg,Test,Canker,1,0.043611,0.528196,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_368e6159.jpg,Test,Canker,1,0.047725,0.48845,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_3712a805.jpg,Test,Canker,1,0.059254,0.25473,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_3713cb41.jpg,Test,Canker,1,0.042037,0.160705,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_3741be20.jpg,Test,Canker,1,0.03276,0.136763,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_38d84a4c.jpg,Test,Canker,1,0.045882,0.544553,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_3960cad7.jpg,Test,Canker,2,0.052647,0.575137,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_396e8e6e.jpg,Test,Canker,1,0.046631,0.343723,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_3b31096e.jpg,Test,Canker,1,0.041954,0.138456,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_3de34a2c.jpg,Test,Canker,1,0.039862,0.696502,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_407a917d.jpg,Test,Canker,1,0.021302,0.051148,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_429b013e.jpg,Test,Canker,1,0.027693,0.088367,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_4493050c.jpg,Test,Canker,1,0.041976,0.284567,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_46dc72d1.jpg,Test,Canker,1,0.050119,0.295392,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_479e5a7f.jpg,Test,Canker,1,0.032418,0.119069,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_49e48da5.jpg,Test,Canker,1,0.036525,0.284424,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_4babf367.jpg,Test,Canker,1,0.042812,0.174973,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_4bd260aa.jpg,Test,Canker,2,0.04325,0.587714,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_4be65f18.jpg,Test,Canker,1,0.0393,0.715452,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_4cafb79d.jpg,Test,Canker,1,0.041988,0.276888,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_4cf4f991.jpg,Test,Canker,1,0.061171,0.411357,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_4e2fc350.jpg,Test,Canker,1,0.041062,0.655702,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_4e6628d9.jpg,Test,Canker,1,0.042483,0.18107,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_508b705b.jpg,Test,Canker,1,0.045341,0.271164,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_50a7dfa7.jpg,Test,Canker,1,0.051331,0.420387,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_50db2cb9.jpg,Test,Canker,1,0.05063,0.268266,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_53fc16d3.jpg,Test,Canker,1,0.03872,0.689925,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_5591c406.jpg,Test,Canker,1,0.035303,0.149975,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_57020ed7.jpg,Test,Canker,1,0.04472,0.31429,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_599e5cbb.jpg,Test,Canker,1,0.046953,0.601323,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_5a9af2d6.jpg,Test,Canker,1,0.035653,0.568902,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_5ac459b5.jpg,Test,Canker,1,0.039074,0.603216,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_5babe808.jpg,Test,Canker,1,0.03348,0.679163,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_5bb5ecd4.jpg,Test,Canker,1,0.04103,0.420138,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_5c1282fc.jpg,Test,Canker,1,0.04111,0.368274,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_5dd8e305.jpg,Test,Canker,1,0.044082,0.631102,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_5fc250af.jpg,Test,Canker,1,0.048318,0.316591,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_62b5af4e.jpg,Test,Canker,1,0.039341,0.642608,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_63791ec0.jpg,Test,Canker,1,0.042488,0.125414,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_65311a25.jpg,Test,Canker,1,0.037573,0.673764,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_6579d1de.jpg,Test,Canker,1,0.040376,0.713061,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_662890c4.jpg,Test,Canker,1,0.030383,0.107925,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_667a93ef.jpg,Test,Canker,1,0.040524,0.149367,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_68085df1.jpg,Test,Canker,2,0.049689,0.674003,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_687a7036.jpg,Test,Canker,1,0.045084,0.357333,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_68eca131.jpg,Test,Canker,1,0.042565,0.575953,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_6a112848.jpg,Test,Canker,1,0.052317,0.631425,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_6c1d651e.jpg,Test,Canker,1,0.033321,0.352205,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_6d0a38d1.jpg,Test,Canker,2,0.050589,0.697967,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_6efb5d24.jpg,Test,Canker,1,0.045876,0.32739,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_7054c7ac.jpg,Test,Canker,1,0.04885,0.242037,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_757a2cf5.jpg,Test,Canker,1,0.039175,0.202301,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_761d53e6.jpg,Test,Canker,1,0.04267,0.673656,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_78be531f.jpg,Test,Canker,1,0.03933,0.289963,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_790734ee.jpg,Test,Canker,1,0.049094,0.433238,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_7a2da987.jpg,Test,Canker,1,0.041865,0.260456,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_7a83798a.jpg,Test,Canker,1,0.039862,0.696502,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_7b89045c.jpg,Test,Canker,1,0.034353,0.271514,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_7de0785b.jpg,Test,Canker,1,0.03851,0.409329,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_7ea4efa9.jpg,Test,Canker,1,0.048504,0.605872,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_7fcbec47.jpg,Test,Canker,1,0.047907,0.657642,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_81fda0f2.jpg,Test,Canker,1,0.034268,0.302707,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_83ae2a03.jpg,Test,Canker,1,0.033392,0.69975,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_841c2d74.jpg,Test,Canker,1,0.050528,0.61575,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_841db7fd.jpg,Test,Canker,1,0.049403,0.226287,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_842af562.jpg,Test,Canker,1,0.052203,0.659808,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_84a88f2a.jpg,Test,Canker,1,0.04063,0.136905,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_860537b4.jpg,Test,Canker,1,0.041412,0.352008,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_8689042b.jpg,Test,Canker,1,0.049375,0.594938,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_87c40fbd.jpg,Test,Canker,1,0.042638,0.249872,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_881bd6d5.jpg,Test,Canker,1,0.047427,0.668891,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_8aa5453c.jpg,Test,Canker,1,0.041971,0.101941,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_8ad4d9ef.jpg,Test,Canker,1,0.038998,0.658528,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_8c8beae5.jpg,Test,Canker,1,0.026768,0.090093,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_8dc26c5e.jpg,Test,Canker,1,0.040879,0.717467,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_8dcd1457.jpg,Test,Canker,1,0.035269,0.241077,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_919fb87b.jpg,Test,Canker,1,0.040763,0.281334,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_9351e6da.jpg,Test,Canker,1,0.034829,0.658756,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_950048b0.jpg,Test,Canker,1,0.056104,0.235193,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_957ccd96.jpg,Test,Canker,1,0.03728,0.466472,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_96635d61.jpg,Test,Canker,1,0.047579,0.229822,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_97b575c8.jpg,Test,Canker,1,0.045188,0.411943,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_9851952c.jpg,Test,Canker,1,0.038591,0.239792,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_9b305221.jpg,Test,Canker,1,0.027826,0.087815,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_9bf52964.jpg,Test,Canker,1,0.043198,0.294803,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_9c302c3c.jpg,Test,Canker,1,0.040659,0.159363,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_9d0bf015.jpg,Test,Canker,1,0.036848,0.672153,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_9d78df11.jpg,Test,Canker,1,0.042246,0.17023,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_9ee76af8.jpg,Test,Canker,1,0.041317,0.315024,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_9fbc243d.jpg,Test,Canker,1,0.046568,0.179078,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_a42a7ff6.jpg,Test,Canker,1,0.043977,0.190487,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_a536634d.jpg,Test,Canker,1,0.048573,0.272528,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_a5e3e323.jpg,Test,Canker,1,0.030093,0.505683,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_a610b5d9.jpg,Test,Canker,1,0.036122,0.107459,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_a75842dc.jpg,Test,Canker,1,0.036824,0.110032,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_a8a7c39b.jpg,Test,Canker,1,0.041145,0.114892,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_a9460700.jpg,Test,Canker,1,0.039319,0.721375,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_aa22f575.jpg,Test,Canker,1,0.045123,0.19507,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_aa51a326.jpg,Test,Canker,1,0.042736,0.27528,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_aca30524.jpg,Test,Canker,1,0.046825,0.519656,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_af4136c8.jpg,Test,Canker,1,0.040533,0.646575,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_af54b979.jpg,Test,Canker,1,0.048934,0.524819,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_af5e3ad1.jpg,Test,Canker,1,0.030111,0.092279,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_b6503740.jpg,Test,Canker,1,0.04429,0.181783,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_b6834c76.jpg,Test,Canker,1,0.038309,0.136969,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_b7e8e768.jpg,Test,Canker,1,0.048446,0.672913,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_b7f10328.jpg,Test,Canker,1,0.045511,0.490189,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_b90ebbaa.jpg,Test,Canker,1,0.041544,0.185466,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_ba9c910a.jpg,Test,Canker,1,0.043352,0.715519,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_bacd728d.jpg,Test,Canker,1,0.037166,0.195228,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_baeb8e27.jpg,Test,Canker,1,0.049288,0.644519,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_bbc5ca2c.jpg,Test,Canker,1,0.034241,0.138326,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_bbda2783.jpg,Test,Canker,1,0.045383,0.177709,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_be0c99cb.jpg,Test,Canker,1,0.029438,0.079973,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_bf33c7c0.jpg,Test,Canker,1,0.041819,0.222282,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_c114cf24.jpg,Test,Canker,1,0.047548,0.301014,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_c8518ea7.jpg,Test,Canker,1,0.051943,0.622994,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_cab9c89d.jpg,Test,Canker,1,0.039913,0.296812,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_cb77ed29.jpg,Test,Canker,1,0.036832,0.672338,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_cbde9050.jpg,Test,Canker,1,0.039424,0.158062,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_cc2af3ee.jpg,Test,Canker,1,0.046688,0.67262,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_ce4697f8.jpg,Test,Canker,1,0.04212,0.660823,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_cf346992.jpg,Test,Canker,1,0.055811,0.532695,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_cf4c19a0.jpg,Test,Canker,1,0.045331,0.719066,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_d44875ad.jpg,Test,Canker,1,0.042892,0.600648,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_d46c61a6.jpg,Test,Canker,1,0.04578,0.64645,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_d5cb6018.jpg,Test,Canker,1,0.04158,0.169884,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_d6a8ffb8.jpg,Test,Canker,1,0.04372,0.580841,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_d6e4c714.jpg,Test,Canker,1,0.036965,0.438842,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_d73ca9e8.jpg,Test,Canker,1,0.04214,0.682997,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_d9cd965d.jpg,Test,Canker,1,0.050093,0.199478,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_da5da905.jpg,Test,Canker,1,0.032454,0.112467,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_dc41e959.jpg,Test,Canker,1,0.051164,0.318806,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_de7c42ef.jpg,Test,Canker,1,0.045251,0.198817,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_e009b067.jpg,Test,Canker,1,0.034847,0.205071,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_e4b152a9.jpg,Test,Canker,1,0.048799,0.244426,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_e4b489c0.jpg,Test,Canker,1,0.029739,0.104414,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_e74a3a72.jpg,Test,Canker,1,0.049876,0.562544,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_e7e3f59a.jpg,Test,Canker,1,0.040941,0.194379,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_e885017b.jpg,Test,Canker,1,0.033843,0.106673,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_ea09de91.jpg,Test,Canker,1,0.042653,0.64392,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_eec735c8.jpg,Test,Canker,1,0.053144,0.651416,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_f0c1ae12.jpg,Test,Canker,1,0.035927,0.520858,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_f19fc85a.jpg,Test,Canker,1,0.045002,0.2563,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_f1c59409.jpg,Test,Canker,1,0.036832,0.672338,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_f2a6ebd9.jpg,Test,Canker,2,0.054633,0.544737,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_f31b27ff.jpg,Test,Canker,1,0.048431,0.34215,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_f60ee251.jpg,Test,Canker,1,0.036661,0.22267,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_f71bcf3b.jpg,Test,Canker,1,0.052137,0.573297,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_f9d99e59.jpg,Test,Canker,1,0.037295,0.652594,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_faebdeec.jpg,Test,Canker,1,0.041948,0.128013,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_fbf0c621.jpg,Test,Canker,1,0.047879,0.193044,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Canker\Canker_febf7ac0.jpg,Test,Canker,1,0.045482,0.683464,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_000916e6.jpg,Test,Healthy,1,0.042909,0.555138,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_059eb46f.jpg,Test,Healthy,1,0.042704,0.440885,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_07fca64b.jpg,Test,Healthy,2,0.033578,0.329727,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_09b414de.jpg,Test,Healthy,1,0.03899,0.34895,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_09b7cfa6.jpg,Test,Healthy,1,0.044997,0.436147,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_0a7acb64.jpg,Test,Healthy,2,0.037966,0.564273,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_0af08569.jpg,Test,Healthy,1,0.031358,0.37142,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_0c9816c4.jpg,Test,Healthy,1,0.038791,0.371849,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_0d0ceec3.jpg,Test,Healthy,1,0.06206,0.448911,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_0e55e6d9.jpg,Test,Healthy,1,0.041619,0.452587,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_0f0abe2d.jpg,Test,Healthy,1,0.04241,0.420213,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_10d21f1b.jpg,Test,Healthy,1,0.042248,0.310544,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_13fcb0ae.jpg,Test,Healthy,1,0.031323,0.294125,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_14319334.jpg,Test,Healthy,1,0.046324,0.409128,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_15abd1a4.jpg,Test,Healthy,1,0.048895,0.314201,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_16364d06.png,Test,Healthy,1,0.042643,0.462997,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_168da8f9.png,Test,Healthy,1,0.054862,0.564244,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_17b00414.jpg,Test,Healthy,2,0.035773,0.326947,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_19051df0.jpg,Test,Healthy,1,0.038465,0.289273,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_1d65a63d.jpg,Test,Healthy,1,0.040434,0.272042,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_1f5726b2.jpg,Test,Healthy,1,0.039982,0.29613,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_1fa035c4.jpg,Test,Healthy,1,0.040842,0.376947,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_20a87abe.jpg,Test,Healthy,2,0.039185,0.357732,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_214bae0a.jpg,Test,Healthy,1,0.033768,0.409082,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_2182944d.jpg,Test,Healthy,1,0.060784,0.408787,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_25fbcbb2.jpg,Test,Healthy,1,0.03982,0.174985,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_260d0cfb.jpg,Test,Healthy,1,0.043099,0.2962,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_26209484.png,Test,Healthy,1,0.056804,0.664359,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_2786e8f7.png,Test,Healthy,1,0.047561,0.476803,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_2aaa7221.jpeg,Test,Healthy,1,0.036515,0.44482,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_2d13d6ca.jpg,Test,Healthy,1,0.042285,0.329601,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_2d1b1fc9.jpeg,Test,Healthy,1,0.036251,0.559916,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_2e64002d.jpg,Test,Healthy,1,0.030397,0.248799,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_32088e2e.jpeg,Test,Healthy,1,0.036794,0.421916,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_33ac46f3.jpg,Test,Healthy,1,0.037884,0.530207,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_33fed780.jpg,Test,Healthy,1,0.040073,0.179983,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_343e4a08.jpg,Test,Healthy,1,0.036313,0.212392,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_37415070.jpg,Test,Healthy,1,0.042054,0.253785,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_3a7859bd.jpg,Test,Healthy,1,0.039647,0.352266,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Test\Healthy\Healthy_3aa65097.jpg,Test,Healthy,1,0.039172,0.362056,OK,
